decade,airplane_damage,month,make,model,nature,accident_country,phase,total_occupants,total_fatalities,total_survivors
2000,Damaged beyond repair,6,Let,L-410UVP,Int'l Non Scheduled Passenger,South Sudan,Landing ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP,Int'l Non Scheduled Passenger,South Sudan,Takeoff ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP,Military,Peru,En route ,13,13,0
2000,Damaged beyond repair,6,Let,L-410UVP,Parachuting,Russia,Maneuvering ,25,11,14
2000,Damaged beyond repair,6,Let,L-410UVP,Unknown,Democratic Republic Congo,Landing ,7,1,6
2000,Damaged beyond repair,6,Let,L-410UVP,Unknown,Democratic Republic Congo,Unknown ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,-,Nigeria,Standing ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,Cargo,Italy,Initial climb ,3,3,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,Domestic Non Scheduled Passenger,Costa Rica,En route ,18,5,13
2000,Damaged beyond repair,6,Let,L-410UVP-E,Domestic Non Scheduled Passenger,Mexico,Initial climb ,19,19,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,Domestic Non Scheduled Passenger,Venezuela,En route ,10,4,6
2000,Damaged beyond repair,6,Let,L-410UVP-E,Domestic Scheduled Passenger,Colombia,En route ,16,16,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,Domestic Scheduled Passenger,Colombia,Initial climb ,14,9,5
2000,Damaged beyond repair,6,Let,L-410UVP-E,Ferry/positioning,Djibouti,Approach ,4,4,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,Illegal Flight,Venezuela,Landing ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP-E,International Scheduled Passenger,Guatemala,Takeoff ,13,8,5
2000,Damaged beyond repair,6,Let,L-410UVP-E20,Passenger,Kenya,Approach ,20,1,19
2000,Damaged beyond repair,6,Let,L-410UVP-E20,Training,Tanzania,Initial climb ,2,0,2
2000,Damaged beyond repair,6,Let,L-410UVP-E20,Training,Tanzania,Landing ,2,0,2
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Cargo,Kenya,Unknown ,2,2,0
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Domestic Non Scheduled Passenger,Guatemala,Initial climb ,17,0,17
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Domestic Scheduled Passenger,Haiti,En route ,21,21,0
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Domestic Scheduled Passenger,Venezuela,En route ,14,14,0
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Military,United States of America,Unknown ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP-E3,Unknown,Congo,En route ,0,0,0
2000,Damaged beyond repair,6,Let,L-410UVP-E4,Cargo,Romania,Approach ,2,2,0
2000,Damaged beyond repair,6,Let,L-410UVP-E9,Domestic Non Scheduled Passenger,Kenya,Takeoff ,19,0,19
2000,Damaged beyond repair,6,Let,L-410UVP-E9,Domestic Scheduled Passenger,Kenya,Takeoff ,13,0,13
2000,Damaged beyond repair,6,Lisunov,Li-2T,Domestic Non Scheduled Passenger,Russia,En route ,5,2,3
2000,Damaged beyond repair,6,Lisunov,Li-2V,-,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-130 Hercules,Military test,Iran,En route ,7,7,0
2000,Damaged beyond repair,6,Lockheed,C-130A Hercules,Fire fighting,France,Maneuvering ,4,2,2
2000,Damaged beyond repair,6,Lockheed,C-130A Hercules,Military,Mexico,Unknown ,6,6,0
2000,Damaged beyond repair,6,Lockheed,C-130B Hercules,Military,Bolivia,Takeoff ,31,5,26
2000,Damaged beyond repair,6,Lockheed,C-130E Hercules,Military,Brazil,Unknown ,9,9,0
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,-,Belgium,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,-,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,Military,Afghanistan,Landing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,Military,Chad,Landing ,9,5,4
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,Military,Egypt,Landing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,Military,Indonesia,Approach ,112,97,15
2000,Damaged beyond repair,6,Lockheed,C-130H Hercules,Military,Jordan,Unknown ,13,13,0
2000,Damaged beyond repair,6,Lockheed,C-130H2 Hercules,Military,Iraq,Initial climb ,38,0,38
2000,Damaged beyond repair,6,Lockheed,C-130J Hercules,Military,Iraq,Landing ,64,0,64
2000,Damaged beyond repair,6,Lockheed,C-141B Starlifter,Military,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,C-5B Galaxy,Military,United States of America,Approach ,17,0,17
2000,Damaged beyond repair,6,Lockheed,Hercules C.1,Military,Afghanistan,Landing ,27,0,27
2000,Damaged beyond repair,6,Lockheed,Hercules C.1,Military,Iraq,En route ,10,10,0
2000,Damaged beyond repair,6,Lockheed,KC-130F Hercules,Military,United States of America,Initial climb ,0,0,0
2000,Damaged beyond repair,6,Lockheed,KC-130H Hercules,Military,Italy,Initial climb ,5,5,0
2000,Damaged beyond repair,6,Lockheed,L-100-30 Hercules,Cargo,Italy,En route ,3,3,0
2000,Damaged beyond repair,6,Lockheed,L-100-30 Hercules,Military,Indonesia,Landing ,80,0,80
2000,Damaged beyond repair,6,Lockheed,L-1011 TriStar 100,-,Saudi Arabia,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,L-1011 TriStar 100,International Scheduled Passenger,Democratic Republic Congo,Landing ,200,0,200
2000,Damaged beyond repair,6,Lockheed,L-1329-23E JetStar 8,Private,United States of America,Landing ,3,0,3
2000,Damaged beyond repair,6,Lockheed,L-188A Electra,-,Canada,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,L-188C Electra,Unknown,Panama,Standing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,MC-130H Hercules,Military,Afghanistan,En route ,10,3,7
2000,Damaged beyond repair,6,Lockheed,MC-130H Hercules,Military,Albania,En route ,9,9,0
2000,Damaged beyond repair,6,Lockheed,MC-130H Hercules,Military,Iraq,Landing ,11,0,11
2000,Damaged beyond repair,6,Lockheed,MC-130H Hercules,Military,Puerto Rico,En route ,10,10,0
2000,Damaged beyond repair,6,Lockheed,MC-130P Hercules,Military,Afghanistan,En route ,8,0,8
2000,Damaged beyond repair,6,Lockheed,P-3B Orion,Training,United States of America,En route ,3,3,0
2000,Damaged beyond repair,6,Lockheed,P-3C Orion,Military,Afghanistan,Landing ,0,0,0
2000,Damaged beyond repair,6,Lockheed,P-3C Orion,Military,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,MBB,HFB-320 Hansa Jet,Cargo,Colombia,Landing ,3,0,3
2000,Damaged beyond repair,6,MBB,HFB-320 Hansa Jet,Cargo,Nicaragua,Landing ,3,0,3
2000,Damaged beyond repair,6,MBB,HFB-320 Hansa Jet,Cargo,Uganda,Landing ,7,0,7
2000,Damaged beyond repair,6,MBB,HFB-320 Hansa Jet,Ferry/positioning,United States of America,En route ,2,2,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,Colombia,Landing ,170,0,170
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,Democratic Republic Congo,Landing ,117,0,117
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,Indonesia,Landing ,163,25,138
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,Italy,Taxi ,96,0,96
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,Mexico,Landing ,178,0,178
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,United States of America,Pushback / towing ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,United States of America,Taxi ,99,0,99
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,United States of America,Unknown ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,International Scheduled Passenger,Guinea,Landing ,50,0,50
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Scheduled Passenger,Spain,Standing ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Unknown,Iran,Landing ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,C-17A Globemaster III,Unknown,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,McDonnell Douglas,DC-8-62,Cargo,Colombia,En route ,3,3,0
2000,Damaged beyond repair,6,McDonnell Douglas,DC-8-62,Cargo,Singapore,Landing ,4,0,4
2000,Damaged beyond repair,6,McDonnell Douglas,DC-8-62,Domestic Scheduled Passenger,Mexico,Takeoff ,56,0,56
2000,Damaged beyond repair,6,Mitusbishi,Mu-300 Diamond 1A,Executive,United States of America,Landing ,6,0,6
2000,Damaged beyond repair,6,Mitusbishi,Mu-300 Diamond 1A,Ferry/positioning,United States of America,Landing ,2,0,2
2000,Damaged beyond repair,6,Mitusbishi,Mu-300 Diamond 1A,Unknown,Brazil,Landing ,3,0,3
2000,Damaged beyond repair,6,NAMC,YS-11-109,Domestic Scheduled Passenger,Thailand,Landing ,28,0,28
2000,Damaged beyond repair,6,NAMC,YS-11A-213,-,United Kingdom,Standing ,0,0,0
2000,Damaged beyond repair,6,NAMC,YS-11A-213,Domestic Scheduled Passenger,Japan,Landing ,41,0,41
2000,Damaged beyond repair,6,North-American-Rockwell,Sabreliner CT-39A,Cargo,Mexico,Approach ,4,4,0
2000,Damaged beyond repair,6,North-American-Rockwell,Sabreliner CT-39A,Military training,United States of America,En route ,4,4,0
2000,Damaged beyond repair,6,North-American-Rockwell,Sabreliner CT-39A,Unknown,Democratic Republic Congo,Approach ,0,0,0
2000,Damaged beyond repair,6,North-American-Rockwell,Sabreliner T-39N,-,Mexico,Standing ,0,0,0
2000,Damaged beyond repair,6,North-American-Rockwell,Sabreliner T-39N,Military training,Atlantic Ocean,En route ,7,7,0
2000,Damaged beyond repair,6,North-American-Rockwell,T-39A Sabreliner,Unknown,Mexico,Approach ,0,0,0
2000,Damaged beyond repair,6,PADC/Pilatus Britten-Norman,BN-2T Islander,Domestic Scheduled Passenger,Indonesia,En route ,10,9,1
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Ambulance,United Kingdom,Approach ,2,2,0
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Cargo,Puerto Rico,En route ,1,1,0
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Domestic Non Scheduled Passenger,Germany,Initial climb ,9,8,1
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Domestic Non Scheduled Passenger,South Africa,Initial climb ,6,0,6
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Domestic Scheduled Passenger,Denmark,Takeoff ,8,0,8
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Domestic Scheduled Passenger,Indonesia,Initial climb ,18,0,18
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Executive,Puerto Rico,En route ,6,0,6
2000,Damaged beyond repair,6,Pilatus Britten-Norman,BN-2A-26ô˜Islander,Training,Indonesia,Unknown ,2,0,2
2000,Damaged beyond repair,6,PZL-Mielec,M28,Demonstration,Venezuela,Takeoff ,13,13,0
2000,Damaged beyond repair,6,PZL-Mielec,M28,Military,Venezuela,En route ,16,16,0
2000,Damaged beyond repair,6,PZL-Mielec,M28 Skytruck,Military,Vietnam,Unknown ,3,3,0
2000,Damaged beyond repair,6,PZL-Mielec,M28TD Bryza 2RF,Military,Poland,Landing ,4,4,0
2000,Damaged beyond repair,6,Raytheon,390 Premier I,Executive,India,Landing ,7,0,7
2000,Damaged beyond repair,6,Raytheon,390 Premier I,Ferry/positioning,United Kingdom,Landing ,1,0,1
2000,Damaged beyond repair,6,Raytheon,390 Premier I,Private,United States of America,Landing ,2,0,2
2000,Damaged beyond repair,6,Raytheon,390 Premier I,Unknown,Dominican Republic,Landing ,4,0,4
2000,Damaged beyond repair,6,Raytheon,390 Premier IA,Executive,United States of America,En route ,5,0,5
2000,Damaged beyond repair,6,Reims,Cessna F406 Caravan II,Cargo,South Africa,Takeoff ,3,3,0
2000,Damaged beyond repair,6,Reims,Cessna F406 Caravan II,Cargo,United States of America,En route ,2,2,0
2000,Damaged beyond repair,6,Reims,Cessna F406 Caravan II,Domestic Scheduled Passenger,Tanzania,Takeoff ,7,0,7
2000,Damaged beyond repair,6,Reims,Cessna F406 Caravan II,Survey/research,Uganda,Initial climb ,2,2,0
2000,Damaged beyond repair,6,Reims,Cessna F406 Caravan II,Training,Tanzania,Initial climb ,2,2,0
2000,Damaged beyond repair,6,Rockwell,CT-39G Sabreliner,Cargo,Mexico,Landing ,2,0,2
2000,Damaged beyond repair,6,Rockwell,T-39D Sabreliner,-,United States of America,Standing ,0,0,0
2000,Damaged beyond repair,6,Rohrbach,Ro X Romar I,International Scheduled Passenger,Germany,Landing ,20,0,20
2000,Damaged beyond repair,6,SAAB,340A,Domestic Scheduled Passenger,United States of America,Landing ,30,0,30
2000,Damaged beyond repair,6,SAAB,340A,Unknown,Kuwait,Taxi ,0,0,0
2000,Damaged beyond repair,6,SAAB,340B,Domestic Scheduled Passenger,Mexico,Approach ,32,0,32
2000,Damaged beyond repair,6,SAAB,340B,International Scheduled Passenger,Switzerland,En route ,10,10,0
2000,Damaged beyond repair,6,Shaanxi,KJ-200 (Y-8),Military,China,En route ,40,40,0
2000,Damaged beyond repair,6,Shaanxi,Yunshuji Y-8,Military,China,Approach ,16,16,0
2000,Damaged beyond repair,6,Shaanxi,Yunshuji Y-8,Military test,Sri Lanka,En route ,5,5,0
2000,Damaged beyond repair,6,Shorts,330-200,-,Guam,Standing ,0,0,0
2000,Damaged beyond repair,6,Shorts,330-200,Cargo,France,Takeoff ,2,1,1
2000,Damaged beyond repair,6,Shorts,330-200,Cargo,United States of America,Landing ,2,0,2
2000,Damaged beyond repair,6,Shorts,360-100,Cargo,United Kingdom,Initial climb ,2,2,0
2000,Damaged beyond repair,6,Shorts,360-100,International Scheduled Passenger,United Kingdom,Landing ,28,0,28
2000,Damaged beyond repair,6,Shorts,360-100,Test,United States of America,En route ,3,3,0
2000,Damaged beyond repair,6,Shorts,360-300,Domestic Non Scheduled Passenger,Libya,Approach ,41,22,19
2000,Damaged beyond repair,6,Shorts,360-300,Military,Venezuela,En route ,30,30,0
2000,Damaged beyond repair,6,Shorts,C-23B+ Sherpa -330,Military,United States of America,En route ,21,21,0
2000,Damaged beyond repair,6,Shorts,SC.7 Skyvan 2-102,Cargo,Canada,Approach ,3,3,0
2000,Damaged beyond repair,6,Shorts,SC.7 Skyvan 3-400,Domestic Non Scheduled Passenger,Guyana,Initial climb ,7,2,5
2000,Damaged beyond repair,6,SNCASO,SO.30P Bretagne,Cargo,Colombia,Approach ,6,3,3
2000,Damaged beyond repair,6,SNCASO,SO.30P Bretagne,Cargo,Rwanda,Landing ,8,0,8
2000,Damaged beyond repair,6,Sud,Aviation SE-210 Caravelle 11R,Military,Democratic Republic Congo,Standing ,0,0,0
2000,Damaged beyond repair,6,Swearingen,SA226-AT Merlin IV,Int'l Non Scheduled Passenger,Spain,En route ,10,10,0
2000,Damaged beyond repair,6,Swearingen,SA226-TC Metro II,-,Australia,Standing ,0,0,0
2000,Damaged beyond repair,6,Swearingen,SA226-TC Metro II,Ambulance,Canada,Approach ,3,2,1
2000,Damaged beyond repair,6,Swearingen,SA226-TC Metro II,Cargo,Argentina,Landing ,3,0,3
2000,Damaged beyond repair,6,Swearingen,SA226-TC Metro II,Cargo,United States of America,Taxi ,1,0,1
2000,Damaged beyond repair,6,Swearingen,SA226-TC Metro II,Domestic Non Scheduled Passenger,Kenya,En route ,14,14,0
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Cargo,New Zealand,En route ,2,2,0
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Cargo,Peru,Landing ,2,0,2
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Cargo,Spain,Landing ,2,2,0
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Domestic Scheduled Passenger,Canada,Landing ,2,0,2
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Executive,Colombia,Approach ,7,5,2
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Ferry/positioning,United Kingdom,Initial climb ,2,0,2
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Unknown,Australia,Landing ,0,0,0
2000,Damaged beyond repair,6,Swearingen,SA227-AC Metro III,Unknown,Bahamas,Standing ,0,0,0
2000,Damaged beyond repair,6,Swearingen,SA227-DC Metro 23,Domestic Scheduled Passenger,Australia,Approach ,15,15,0
2000,Damaged beyond repair,6,Transall,C-160NG,Passenger,Indonesia,Landing ,16,1,15
2000,Damaged beyond repair,6,Transall,C-160R,Military,Martinique,Taxi ,8,0,8
2000,Damaged beyond repair,6,Tupolev,124V,Military,Russia,Landing ,0,0,0
2000,Damaged beyond repair,6,Tupolev,124V,Military,Ukraine,Takeoff ,20,0,20
2000,Damaged beyond repair,6,Tupolev,134A-3,Domestic Scheduled Passenger,Russia,En route ,44,44,0
2000,Damaged beyond repair,6,Tupolev,134A-3,Unknown,Russia,Unknown ,0,0,0
2000,Damaged beyond repair,6,Tupolev,134AK,Military,Russia,Takeoff ,0,0,0
2000,Damaged beyond repair,6,Tupolev,134Sh2,Photo/air-to-air,Russia,Takeoff ,11,0,11
2000,Damaged beyond repair,6,Tupolev,154B-2,Domestic Scheduled Passenger,Russia,En route ,46,46,0
2000,Damaged beyond repair,6,Tupolev,154B-2,International Scheduled Passenger,Greece,Landing ,0,0,0
2000,Damaged beyond repair,6,Tupolev,154M,Domestic Scheduled Passenger,Iran,Landing ,148,28,120
2000,Damaged beyond repair,6,Tupolev,154M,Domestic Scheduled Passenger,Russia,Takeoff ,112,0,112
2000,Damaged beyond repair,6,Tupolev,154M,Int'l Non Scheduled Passenger,Germany,En route ,69,69,0
2000,Damaged beyond repair,6,Vickers,794D Viscount,Cargo,Chad,Takeoff ,3,0,3
2000,Damaged beyond repair,6,Vickers,808C Viscount,Unknown,Democratic Republic Congo,Takeoff ,3,0,3
2000,Damaged beyond repair,6,Xian,MA60,Domestic Scheduled Passenger,Philippines,Landing ,25,0,25
2000,Damaged beyond repair,6,Xian,Yunshuji Y-7,Military,China,Unknown ,2,2,0
2000,Damaged beyond repair,6,Xian,Yunshuji Y-7-100C,Domestic Scheduled Passenger,Cambodia,Landing ,65,0,65
2000,Damaged beyond repair,6,Xian,Yunshuji Y-7-100C,Domestic Scheduled Passenger,China,Approach ,42,42,0
2000,Damaged beyond repair,6,Yakovlev,40,Calibration/Inspection,Kyrgyzstan,Landing ,13,0,13
2000,Damaged beyond repair,6,Yakovlev,40,Domestic Non Scheduled Passenger,Iran,En route ,30,30,0
2000,Damaged beyond repair,6,Yakovlev,40,Domestic Scheduled Passenger,Uzbekistan,Landing ,37,37,0
2000,Damaged beyond repair,6,Yakovlev,40,Int'l Non Scheduled Passenger,Russia,Initial climb ,9,9,0
2000,Damaged beyond repair,6,Yakovlev,40,Passenger,Kyrgyzstan,Landing ,36,0,36
2000,Damaged beyond repair,6,Yakovlev,40,Unknown,Russia,Landing ,0,0,0
2000,Destroyed,6,Aerospatiale/BAC Concerde,101,Int'l Non Scheduled Passenger,France,En route ,109,109,0
2000,Destroyed,6,Airbus,0,-,France,Standing ,9,0,9
2000,Destroyed,6,Airbus,0,International Scheduled Passenger,Canada,Landing ,309,0,309
2000,Destroyed,6,Airbus,A300B4-605R,International Scheduled Passenger,United States of America,En route ,260,260,0
2000,Destroyed,6,Airbus,A300B4-622R,-,United Arab Emirates,Standing ,0,0,0
2000,Destroyed,6,Airbus,A310-324,Domestic Scheduled Passenger,Russia,Landing ,203,125,78
2000,Destroyed,6,Airbus,A310-324,International Scheduled Passenger,Comoros,Approach ,153,152,1
2000,Destroyed,6,Airbus,A310-324,International Scheduled Passenger,Sudan,Landing ,214,30,184
2000,Destroyed,6,Airbus,A320-211,International Scheduled Passenger,Russia,Approach ,113,113,0
2000,Destroyed,6,Airbus,A320-212,International Scheduled Passenger,Bahrain,Approach ,143,143,0
2000,Destroyed,6,Airbus,A320-232,Test,France,Approach ,7,7,0
2000,Destroyed,6,Airbus,A320-233,Domestic Scheduled Passenger,Brazil,Landing ,187,187,0
2000,Destroyed,6,Airbus,A330-203,International Scheduled Passenger,Atlantic Ocean,En route ,228,228,0
2000,Destroyed,6,Antonov,12,Agricultural,Kyrgyzstan,En route ,4,0,4
2000,Destroyed,6,Antonov,12,Agricultural,Romania,Maneuvering ,2,0,2
2000,Destroyed,6,Antonov,12,Agricultural,Russia,Maneuvering ,1,0,1
2000,Destroyed,6,Antonov,12,Cargo,Congo,Approach ,6,6,0
2000,Destroyed,6,Antonov,12,Cargo,Democratic Republic Congo,Landing ,8,8,0
2000,Destroyed,6,Antonov,12,Cargo,Russia,En route ,7,7,0
2000,Destroyed,6,Antonov,12,Cargo,South Sudan,En route ,8,7,1
2000,Destroyed,6,Antonov,12,Cargo,Sri Lanka,Approach ,8,6,2
2000,Destroyed,6,Antonov,12,Cargo,Sudan,Landing ,4,0,4
2000,Destroyed,6,Antonov,12,Ferry/positioning,Russia,Approach ,9,9,0
2000,Destroyed,6,Antonov,26,Cargo,Democratic Republic Congo,Initial climb ,22,21,1
2000,Destroyed,6,Antonov,26,Domestic Non Scheduled Passenger,Angola,En route ,57,57,0
2000,Destroyed,6,Antonov,26,Military,Vietnam,Unknown ,5,5,0
2000,Destroyed,6,Antonov,26,Military passenger,Sri Lanka,En route ,40,40,0
2000,Destroyed,6,Antonov,28,Agricultural,Sudan,Approach ,1,1,0
2000,Destroyed,6,Antonov,28,Illegal Flight,Russia,Takeoff ,2,2,0
2000,Destroyed,6,Antonov,28,Illegal Flight,Russia,Unknown ,2,2,0
2000,Destroyed,6,Antonov,24 ?,Domestic Scheduled Passenger,Cambodia,En route ,22,22,0
2000,Destroyed,6,Antonov,26 ?,Domestic Non Scheduled Passenger,Colombia,Landing ,53,0,53
2000,Destroyed,6,Antonov,26 ?,Int'l Non Scheduled Passenger,Iraq,Approach ,35,34,1
2000,Destroyed,6,Antonov,32B,Cargo,Colombia,Standing ,4,0,4
2000,Destroyed,6,Antonov,32B,Cargo,Democratic Republic Congo,Approach ,15,14,1
2000,Destroyed,6,Antonov,32B,Ferry/positioning,Moldova,Approach ,8,8,0
2000,Destroyed,6,ATR-42-312,0,Cargo,Brazil,En route ,2,2,0
2000,Destroyed,6,ATR-42-320,0,Cargo,United States of America,Landing ,2,0,2
2000,Destroyed,6,ATR-72-202,0,Cargo,Taiwan,En route ,2,2,0
2000,Destroyed,6,ATR-72-202,0,Int'l Non Scheduled Passenger,Italy,En route ,39,16,23
2000,Destroyed,6,ATR-72-212A,(ATR-72-500),Test,Malaysia,Initial climb ,1,1,0
2000,Destroyed,6,Aviation,Traders ATL-98 Carvair,Cargo,United States of America,Landing ,2,0,2
2000,Destroyed,6,Basler,Turbo-67 (BT-67),Cargo,United States of America,Initial climb ,1,1,0
2000,Destroyed,6,Basler,Turbo-67 (BT-67),Domestic Non Scheduled Passenger,Democratic Republic Congo,Approach ,17,17,0
2000,Destroyed,6,Basler,Turbo-67 (BT-67),Domestic Non Scheduled Passenger,Venezuela,En route ,6,6,0
2000,Destroyed,6,Basler,Turbo-67 (BT-67),Domestic Scheduled Passenger,United States of America,Takeoff ,21,21,0
2000,Destroyed,6,Basler,Turbo-67 (BT-67),Ferry/positioning,United States of America,En route ,5,5,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Domestic Non Scheduled Passenger,Australia,En route ,8,8,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Domestic Non Scheduled Passenger,United States of America,En route ,10,10,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Domestic Non Scheduled Passenger,United States of America,Takeoff ,6,0,6
2000,Destroyed,6,Beechcraft,200 Super King Air,Executive,United States of America,Approach ,10,10,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Ferry/positioning,Canada,En route ,2,2,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Ferry/positioning,Mexico,Initial climb ,1,1,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Ferry/positioning,United States of America,Approach ,1,1,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Ferry/positioning,United States of America,En route ,2,2,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Official state flight,Bosnia and Herzegovina,Approach ,9,9,0
2000,Destroyed,6,Beechcraft,200 Super King Air,Private,United States of America,Landing ,6,6,0
2000,Destroyed,6,Beechcraft,200T Super King Air,Survey/research,Germany,Approach ,4,4,0
2000,Destroyed,6,Beechcraft,300LW Super King Air,Ferry/positioning,Switzerland,Approach ,2,2,0
2000,Destroyed,6,Beechcraft,300LW Super King Air,Parachuting,Portugal,Initial climb ,2,2,0
2000,Destroyed,6,Beechcraft,99A,Domestic Scheduled Passenger,Chile,Approach ,9,9,0
2000,Destroyed,6,Beechcraft,A100 King Air,Ambulance,Canada,Approach ,4,1,3
2000,Destroyed,6,Beechcraft,A100 King Air,Ambulance,Canada,En route ,5,0,5
2000,Destroyed,6,Beechcraft,A100 King Air,Domestic Non Scheduled Passenger,United States of America,Approach ,8,8,0
2000,Destroyed,6,Beechcraft,A100 King Air,Domestic Scheduled Passenger,Canada,Approach ,4,2,2
2000,Destroyed,6,Beechcraft,A100 King Air,Illegal Flight,Mexico,Approach ,2,2,0
2000,Destroyed,6,Beechcraft,A100 King Air,Private,United States of America,Initial climb ,10,10,0
2000,Destroyed,6,Beechcraft,B200C Super King Air,Ambulance,Australia,Landing ,2,1,1
2000,Destroyed,6,Beechcraft,B300 Super King Air 350,Executive,Brazil,Approach ,14,14,0
2000,Destroyed,6,Beechcraft,B300C Super King Air 350,Cargo,Spain,Landing ,2,0,2
2000,Destroyed,6,Boeing,707-330C,Cargo,United Arab Emirates,Initial climb ,6,6,0
2000,Destroyed,6,Boeing,727-223,International Scheduled Passenger,Benin,Takeoff ,163,141,22
2000,Destroyed,6,Boeing,727-230,Illegal Flight,Mali,Standing ,0,0,0
2000,Destroyed,6,Boeing,727-231F Super 27,Cargo,United States of America,Landing ,3,0,3
2000,Destroyed,6,Boeing,737-210C,International Scheduled Passenger,Kyrgyzstan,Approach ,90,65,25
2000,Destroyed,6,Boeing,737-230,Domestic Scheduled Passenger,Indonesia,Initial climb ,117,100,17
2000,Destroyed,6,Boeing,737-242,Domestic Scheduled Passenger,Afghanistan,En route ,104,104,0
2000,Destroyed,6,Boeing,737-242,Domestic Scheduled Passenger,Peru,Approach ,98,40,58
2000,Destroyed,6,Boeing,737-291,Ferry/positioning,Ecuador,En route ,3,3,0
2000,Destroyed,6,Boeing,737-2B7,Domestic Scheduled Passenger,Nigeria,Initial climb ,105,96,9
2000,Destroyed,6,Boeing,737-2H4,Domestic Scheduled Passenger,Philippines,Approach ,131,131,0
